cppex,patch_cpp,y
"#include <cassert>
#include <functional>
#include <typeinfo>","#include <gtest/gtest.h>
#include <cassert>",0
"if (windmillBinary) {
    filesToStage.push_back(""windmill_main="" + windmillBinary);
}
int uploadSizeBytes = (options.getGcsUploadBufferSizeBytes() == nullptr)
    ? 1024 * 1024
    : std::min(*options.getGcsUploadBufferSizeBytes(), 1024 * 1024);
auto util = GcsUtilFactory::create(
    Transport::newStorageClient(options).build(),
    options.getExecutorService(),
    uploadSizeBytes);
return PackageUtil::stageClasspathElements(
    options.getFilesToStage(), options.getStagingLocation(), util
);","if (windmillBinary != nullptr) {
    filesToStage.push_back(""windmill_main="" + windmillBinary);
}
int uploadSizeBytes = (options.getGcsUploadBufferSizeBytes() == nullptr)
    ? 1024 * 1024
    : std::min(options.getGcsUploadBufferSizeBytes(), 1024 * 1024);
auto util = GcsUtilFactory::create(
    Transport::newStorageClient(options).build(),
    options.getExecutorService(),
    uploadSizeBytes);
return PackageUtil::stageClasspathElements(
    options.getFilesToStage(), options.getStagingLocation(), util);",1
"#include <vector>
#include <optional>","#include <vector>
#include <optional>",0
"template<typename T>
T getConnection(const ConfigurationInstance& config) {
    auto* connectionHandler = connectionManager.getConnection(config.getValue());
    void* connection = connectionHandler->getConnection();
    Reference<void> connReference(connection);
    withLock(lock, [&] {
        auto it = connections.find(connReference);
        if (it == connections.end()) {
            connections.emplace(connReference, std::make_pair(std::make_shared<std::atomic<int>>(0), connectionHandler));
            it = connections.find(connReference);
        }
        it->second.first->fetch_add(1);
    });
    return static_cast<T>(connection);
}","template<typename T>
T getConnection(const ConfigurationInstance& config) {
    auto connectionHandler = connectionManager.getConnection(config.getValue());
    auto connection = connectionHandler->getConnection();
    auto connReference = std::make_shared<Reference<void>>(connection);
    withLock(lock, [&] {
        auto it = connections.find(connReference);
        if (it == connections.end()) {
            auto pair = std::make_pair(std::make_shared<std::atomic<int>>(0), connectionHandler);
            it = connections.emplace(connReference, pair).first;
        }
        it->second.first->fetch_add(1);
    });
    return static_cast<T>(connection);
}",1
"return std::unordered_map<std::string, ErrorHandler*>{{""errorHandlerFromConfig"", errorHandler}};
}

private:
MuleContext* muleContextSpy;

void SetUp() override {
    muleContextSpy = ::testing::NiceMock<MuleContext*>(muleContext);
    transformer.setMuleContext(muleContextSpy);
}

TEST_F(YourTestFixture, reusesDefaultFlowConstruct) {
    transform();
    transform();
    transform();
    EXPECT_CALL(*muleContextSpy, getDefaultErrorHandler(::testing::_)).Times(1);
}

TEST_F(YourTestFixture, doesntCreateTransformationEventIfEventProvided) {
    transformer.transform(Message::of(new Object()), defaultCharset(), testEvent());
    EXPECT_THAT(builTransformationtEvent, ::testing::IsNull());
}

TEST_F(YourTestFixture, createsTransformationEventIfEventNotProvided) {
    transformer.transform(Message::of(new Object()), defaultCharset(), nullptr);
    EXPECT_THAT(builTransformationtEvent, ::testing::NotNull());
    EXPECT_THAT(builTransformationtEvent->getContext()->isTerminated(), ::testing::IsTrue());
}

void transform() {
    EXPECT_THAT(transformer.transform(Message::of(new Object()), defaultCharset(), nullptr), ::testing::ContainerEq(BYTES));
}","#include <gtest/gtest.h>
#include <gmock/gmock.h>
#include <map>
#include <string>
#include <memory>

using namespace testing;

class AbstractMessageTransformerTestCase : public ::testing::Test {
protected:
    std::shared_ptr<MuleContext> muleContextSpy;
    std::unique_ptr<Transformer> transformer;
    std::shared_ptr<TransformationEvent> builTransformationtEvent;

    virtual void SetUp() override {
        muleContextSpy = std::make_shared<NiceMock<MuleContextMock>>(*muleContext);
        transformer->setMuleContext(muleContextSpy);
    }

    std::map<std::string, std::shared_ptr<ErrorHandler>> getErrorHandlerFromConfig() {
        return { {""errorHandlerFromConfig"", errorHandler} };
    }

    void transform() {
        ASSERT_THAT(transformer->transform(Message::of(std::make_shared<Object>()), defaultCharset(), nullptr), Eq(BYTES));
    }

public:
    // Members errorHandler, muleContext, etc. are assumed to be defined elsewhere.
};

TEST_F(AbstractMessageTransformerTestCase, reusesDefaultFlowConstruct) {
    transform();
    transform();
    transform();
    EXPECT_CALL(*muleContextSpy, getDefaultErrorHandler(_)).Times(1);
}

TEST_F(AbstractMessageTransformerTestCase, doesntCreateTransformationEventIfEventProvided) {
    transformer->transform(Message::of(std::make_shared<Object>()), defaultCharset(), testEvent());
    ASSERT_THAT(builTransformationtEvent, IsNull());
}

TEST_F(AbstractMessageTransformerTestCase, createsTransformationEventIfEventNotProvided) {
    transformer->transform(Message::of(std::make_shared<Object>()), defaultCharset(), nullptr);
    ASSERT_THAT(builTransformationtEvent, Not(IsNull()));
    ASSERT_THAT(builTransformationtEvent->getContext()->isTerminated(), Eq(true));
}",1
"return tags;
}

protected:
    const std::string id;
    MetricContext metricContext;","public:
  static void remove(const std::string& id) {
    GobblinMetricsRegistry::getInstance().remove(id);
  }

protected:
  const std::string id;
  MetricContext metricContext;",0
"#include <stdexcept>
#include <string>
#include <vector>
#include <list>
#include <set>
#include <iterator>
#include <map>
#include <memory>
#include <optional>
#include <filesystem>
#include <algorithm>
#include <cstddef>
#include <utility>","#include <string>
#include <vector>
#include <list>
#include <iterator>
#include <memory>
#include <stdexcept>
#include <optional>
#include <algorithm>",0
"} else if (getModel().getExpressionSupport() != NOT_SUPPORTED) {
    if (isExpression(rawValue)) {
        expression.set(extractExpression(rawValue).value());
    } else {
        value.set(rawValue);
    }
}","```cpp
if (getModel().getExpressionSupport() != NOT_SUPPORTED) {
    if (isExpression(rawValue)) {
        expression.set(extractExpression(rawValue).value());
    } else {
        value.set(rawValue);
    }
}
```",1
"#include <optional>
#include <map>
#include <vector>
#include <set>
#include <unordered_set>
#include <functional>
#include <future>
#include <string>
#include <sstream>
#include <algorithm>
#include <iterator>

using std::optional;
using std::map;
using std::vector;
using std::set;
using std::unordered_set;
using std::function;
using std::future;
using std::string;
using std::stringstream;
using std::begin;
using std::end;

template<typename T>
using Collection = std::vector<T>;

template<typename T>
using List = std::vector<T>;

template<typename K, typename V>
using Map = std::map<K, V>;

template<typename T>
using Set = std::unordered_set<T>;

template<typename T>
using Supplier = std::function<T()>;

template<typename T>
using Callable = std::function<T()>;

template<typename T, typename R>
using Function = std::function<R(T)>;

template<typename T>
auto stream(const T& container) {
    return container;
}

struct ValueResolvingException : public std::runtime_error {
    using std::runtime_error::runtime_error;
};

struct MetadataResolverFactoryModelProperty {};
struct NullSafeModelProperty {};
struct SdkSourceFactoryModelProperty {};
struct MutableConfigurationStats {};
struct ComponentExecutorCompletableAdapterFactory {};
struct ReactiveOperationExecutorFactoryWrapper {};
struct ParameterValueResolver {};
struct ResolverSet {};
struct ValueResolver {};
struct ValueResolvingContext {};

struct Joiner {
    static std::string on(const std::string& delim, const std::vector<std::string>& items) {
        std::ostringstream os;
        for (auto it = items.begin(); it != items.end(); ++it) {
            if (it != items.begin())
                os << delim;
            os << *it;
        }
        return os.str();
    }
};

template<typename T>
auto ImmutableList(const std::vector<T>& v) {
    return v;
}

template<typename K, typename V>
auto ImmutableMap(const std::map<K,V>& m) {
    return m;
}","#include <map>
#include <vector>
#include <set>
#include <list>
#include <optional>
#include <functional>
#include <future>
#include <string>
#include <algorithm>
#include <iterator>
#include <sstream>
#include <memory>
#include <utility>

using std::map;
using std::vector;
using std::set;
using std::list;
using std::optional;
using std::function;
using std::future;
using std::string;
using std::pair;
using std::shared_ptr;
using std::make_shared;",0
"#include <vector>
#include <memory>

class CustomNodeDefinition {};

class ObservableCollection {
public:
    using value_type = CustomNodeDefinition;
    ObservableCollection() = default;
    // Implement methods as needed to be observable
    std::vector<CustomNodeDefinition>& get() { return data_; }
    const std::vector<CustomNodeDefinition>& get() const { return data_; }
    void set(const std::vector<CustomNodeDefinition>& newData) { data_ = newData; }

private:
    std::vector<CustomNodeDefinition> data_;
};

class MyClass {
private:
    ObservableCollection customNodeDefinitions;

public:
    ObservableCollection& CustomNodeDefinitions() {
        return customNodeDefinitions;
    }
    void CustomNodeDefinitions(const ObservableCollection& value) {
        customNodeDefinitions = value;
    }
};","#include <vector>
#include <memory>

class CustomNodeDefinition {};

template<typename T>
class ObservableCollection : public std::vector<T> {
    // Implement notification mechanisms if needed
};

class SomeClass {
private:
    ObservableCollection<std::shared_ptr<CustomNodeDefinition>> customNodeDefinitions;

public:
    ObservableCollection<std::shared_ptr<CustomNodeDefinition>>& getCustomNodeDefinitions() {
        return customNodeDefinitions;
    }

    void setCustomNodeDefinitions(const ObservableCollection<std::shared_ptr<CustomNodeDefinition>>& value) {
        customNodeDefinitions = value;
    }
};",1
"std::vector<IncomingMessage> incomingMessages;
incomingMessages.reserve(response.getReceivedMessages().size());
for (const auto& message : response.getReceivedMessages()) {
    const PubsubMessage& pubsubMessage = message.getMessage();
    std::map<std::string, std::string> attributes;
    if (pubsubMessage.getAttributes() != nullptr) {
        attributes = *pubsubMessage.getAttributes();
    } else {
        attributes = std::map<std::string, std::string>();
    }

    std::vector<uint8_t> elementBytes;
    if (pubsubMessage.getData() == nullptr) {
        elementBytes = std::vector<uint8_t>();
    } else {
        elementBytes = pubsubMessage.decodeData();
    }
}","std::vector<IncomingMessage> incomingMessages;
incomingMessages.reserve(response.getReceivedMessages().size());
for (const auto& message : response.getReceivedMessages()) {
    const PubsubMessage& pubsubMessage = message.getMessage();
    std::map<std::string, std::string> attributes;
    if (pubsubMessage.getAttributes()) {
        attributes = *pubsubMessage.getAttributes();
    } else {
        attributes = std::map<std::string, std::string>{};
    }

    std::optional<std::vector<uint8_t>> elementBytes = pubsubMessage.getData() 
        ? std::optional<std::vector<uint8_t>>(pubsubMessage.decodeData()) 
        : std::nullopt;
}",1
"std::cout << ""===============> Showing only "" << limit << "" archived commits <==============="" << std::endl;
std::string basePath = HoodieCLI::getTableMetaClient().getBasePath();
std::filesystem::path archivePath = basePath + ""/.hoodie/.commits_.archive*"";
if (!folder.empty()) {
    archivePath = basePath + ""/.hoodie/"" + folder;
}","#include <iostream>
#include <string>

void showArchivedCommits(int limit, const std::string& folder, bool headerOnly) {
    std::cout << ""===============> Showing only "" << limit << "" archived commits <==============="" << std::endl;
    std::string basePath = HoodieCLI::getTableMetaClient().getBasePath();
    std::string archivePath = basePath + ""/.hoodie/.commits_.archive*"";
    if (!folder.empty()) {
        archivePath = basePath + ""/.hoodie/"" + folder;
    }
    // ... rest of the function ...
}",0
"void setHeaderExpressions(const std::map<std::string, Expression>& headerExpressions) {
    assert(!headerExpressions.empty() && ""'headerExpressions' must not be null"");
    this->headerExpressions.clear();
    this->headerExpressions.insert(headerExpressions.begin(), headerExpressions.end());
}

std::string getRequestChannelName() {","void setHeaderExpressions(const std::map<std::string, Expression>& headerExpressions) {
    if (&headerExpressions == nullptr) {
        throw std::invalid_argument(""'headerExpressions' must not be null"");
    }
    this->headerExpressions.clear();
    this->headerExpressions.insert(headerExpressions.begin(), headerExpressions.end());
}",1
"```cpp
#include <regex>
#include <string>
#include <locale>

std::string removeFormattingFromMathjax(const std::string& txt, const std::string& ord);

std::string clozeText(std::string txt, const std::string& ord, char type)
{
    static const std::string clozeReg = /* your regex pattern here */;
    std::regex pattern1((std::ostringstream() << clozeReg).str(), std::regex_constants::icase | std::regex_constants::dotall);
    std::smatch n;
    if (!std::regex_search(txt, n, pattern1)) {
        return """";
    }

    txt = removeFormattingFromMathjax(txt, ord);

    std::regex pattern2((std::ostringstream() << clozeReg).str(), std::regex_constants::icase | std::regex_constants::dotall);

    std::string result;
    std::string::const_iterator searchStart( txt.cbegin() );
    std::smatch m;
    while (std::regex_search(searchStart, txt.cend(), m, pattern2)) {
        result.append(m.prefix().str());
        std::string buf;
        if (type == 'q') {
            if (!m[4].str().empty()) {
                buf = ""["" + m[4].str() + ""]"";
            } else {
                buf = ""[...]"";
            }
        } else {
            buf = m[2].str();
        }
        std::string replacement;
        if (m[1].str() == ""c"") {
            replacement = ""<span class=cloze>"" + buf + ""</span>"";
        } else {
            replacement = buf;
        }
        result.append(replacement);
        searchStart = m.suffix().first;
    }
    result.append(std::string(searchStart, txt.cend()));

    // Now replace all remaining cloze patterns with $2 (2nd group)
    std::regex patternFinal((std::ostringstream() << clozeReg.substr(0, clozeReg.size()) << ""\\d+"").str(), std::regex_constants::icase | std::regex_constants::dotall);
    result = std::regex_replace(result, patternFinal, ""$2"");
    return result;
}

std::string removeFormattingFromMathjax(const std::string& txt, const std::string& ord)
{
    // This assumes clozeReg is defined in this scope, and you have an equivalent for Pattern.quote,","#include <regex>
#include <string>
#include <sstream>
#include <locale>

std::string clozeReg = /* your clozeReg pattern here */;

std::string removeFormattingFromMathjax(const std::string& txt, const std::string& ord) {
    std::string result = txt;
    // look for clozes wrapped in mathjax, and change {{cx to {{Cx
    const char* openings[] = {""\\("", ""\\[""};
    const char* closings[] = {""\\)"", ""\\]""};

    std::string creg = clozeReg;
    // Java removes (?si), so let's do that
    size_t pos;
    while ((pos = creg.find(""(?si)"")) != std::string::npos) {
        creg.erase(pos, 5);
    }

    std::stringstream regexBuilder;
    regexBuilder << R""((\\[)"";
    regexBuilder << R""((\[\(])""; // One of [ or (
    regexBuilder << R""()(.*?)"";
    regexBuilder << std::regex_replace(creg, std::regex(""\\(\\?si\\)""), """");
    regexBuilder << R""((.*?)(\\[)"";
    regexBuilder << R""((\]\\)])"";
    regexBuilder << R""())"";

    // Due to complexity, let's use a simple approach for this translation.
    // In practice, this may need further adaptation to match original Java's behavior.
    // We'll use a regex to find {{cx...}} inside mathjax delimiters and replace with {{Cx...}}

    std::regex mathjaxCloze(R""((\\[\[\(])(.*?)(\{\{c)([0-9]+)::(.*?)}\}(.*?)(\\[\]\)]))"", std::regex::icase);
    std::string output;
    std::sregex_iterator it(result.begin(), result.end(), mathjaxCloze), end;
    std::string::const_iterator lastPos = result.begin();

    while (it != end) {
        output.append(lastPos, it->prefix().second);
        std::string replacement = it->str();
        size_t clozePos = replacement.find(""{{c"");
        if (clozePos != std::string::npos)
            replacement.replace(clozePos, 3, ""{{C"");
        output.append(replacement);
        lastPos = it->suffix().first;
        ++it;
    }
    output.append(lastPos",1
"#include <string>
#include <map>
#include <vector>
#include <memory>
#include <stdexcept>
#include <fstream>
#include <sstream>","#include <string>
#include <algorithm>
#include <memory>
#include <vector>
#include <map>
#include <sstream>
#include <fstream>
#include <stdexcept>",0
"BeamIOType getSourceType() override {
    return BeamIOType::BOUNDED;
}

PCollection<BeamSqlRow> buildIOReader(Pipeline* pipeline) override {
    return PBegin::in(pipeline).apply(
        ""MockedBeamSQLTable_Reader_"" + std::to_string(COUNTER.incrementAndGet()), Create::of(inputRecords));
}","BeamIOType getSourceType() const override {
    return BeamIOType::BOUNDED;
}

PCollection<BeamSqlRow> buildIOReader(Pipeline& pipeline) override {
    return PBegin::in(pipeline).apply(
        ""MockedBeamSQLTable_Reader_"" + std::to_string(COUNTER.incrementAndGet()),
        Create::of(inputRecords)
    );
}",1
"#include <string>
#include <memory>
#include <filesystem>","#include ""Artifact.h""
#include ""MojoExecution.h""
#include ""MavenProject.h""
#include ""LocalArtifactRepository.h""
#include ""ILogger.h""
#include ""Logger.h""
#include ""WorkspaceReader.h""
#include ""WorkspaceRepository.h""
#include ""IFolder.h""",0
"private:
    const PMap<SymbolicValue, int> references;
    SymbolicValue exitSymbolicValue;
    const PMap<Symbol, SymbolicValue> values;
    const PMap<SymbolicValue, PMap<std::type_index, std::shared_ptr<Constraint>>> constraints;

    ProgramState(
        const PMap<Symbol, SymbolicValue>& values,
        const PMap<SymbolicValue, int>& references,
        const PMap<SymbolicValue, PMap<std::type_index, std::shared_ptr<Constraint>>>& constraints,
        const PMap<ProgramPoint, int>& visitedPoints,
        const PStack<SymbolicValue>& stack,
        const SymbolicValue& exitSymbolicValue
    )
        : values(values),
          references(references),
          constraints(constraints),
          exitSymbolicValue(exitSymbolicValue)
    {}","```cpp
#include <map>
#include <memory>
#include <typeindex>
#include <stack>

template<typename K, typename V>
using PMap = std::map<K, V>;

template<typename T>
using PStack = std::stack<T>;

class Symbol {};
class SymbolicValue {};
class Constraint {};
class ProgramPoint {};

class ProgramState {
private:
    const PMap<SymbolicValue, int> references;
    SymbolicValue* exitSymbolicValue;
    const PMap<Symbol, SymbolicValue> values;
    const PMap<SymbolicValue, PMap<std::type_index, std::unique_ptr<Constraint>>> constraints;

    ProgramState(
        PMap<Symbol, SymbolicValue> values,
        PMap<SymbolicValue, int> references,
        PMap<SymbolicValue, PMap<std::type_index, std::unique_ptr<Constraint>>> constraints,
        PMap<ProgramPoint, int> visitedPoints,
        PStack<SymbolicValue> stack,
        SymbolicValue* exitSymbolicValue
    )
        : values(std::move(values)),
          references(std::move(references)),
          constraints(std::move(constraints)),
          exitSymbolicValue(exitSymbolicValue)
    {}
};
```",0
"return t;
}

private:
void addVariableToList(const VariableDeclarationExpression& e2, std::vector<VariableTreeImpl>& list) {
    auto modifiers = convertModifiers(e2.modifiers());
    auto type = convertType(e2.getType());

    for (size_t i = 0; i < e2.fragments().size(); ++i) {
        auto* fragment = static_cast<VariableDeclarationFragment*>(e2.fragments()[i]);
        VariableTreeImpl t(createSimpleName(fragment->getName()));
        t.completeModifiers(modifiers);
        if (fragment->getInitializer() == nullptr) {
            t.completeType(type);","```cpp
void addVariableToList(const VariableDeclarationExpression& e2, std::vector<VariableTreeImpl*>& list) {
    ModifiersTreeImpl modifiers = convertModifiers(e2.modifiers());
    TypeTree type = convertType(e2.getType());

    for (size_t i = 0; i < e2.fragments().size(); ++i) {
        auto* fragment = static_cast<VariableDeclarationFragment*>(e2.fragments()[i]);
        auto* t = new VariableTreeImpl(createSimpleName(fragment->getName()));
        t->completeModifiers(modifiers);
        if (fragment->getInitializer() == nullptr) {
            t->completeType(type);
        }
        list.push_back(t);
    }
}
```",0
"mailProps.setContent(content);
mailProps.setContentType(""text/plain"");

if (recipients == nullptr) {
    return;
}

std::set<MailAddress> addresses;
for (const std::string& recipient : *recipients) {
    addresses.insert(MailAddress(recipient));
}","mailProps.setContent(content);
mailProps.setContentType(""text/plain"");

if (recipients == nullptr) {
    return;
}

std::set<MailAddress> addresses;
for (const auto& recipient : *recipients) {
    addresses.insert(MailAddress(recipient));
}",1
"```cpp
template <typename T>
ClusterInvoker<T>* buildClusterInvokerChain(ClusterInvoker<T>* originalInvoker, const std::string& key, const std::string& group) {
    ClusterInvoker<T>* last = originalInvoker;
    URL url = originalInvoker->getUrl();
    std::vector<ModuleModel*> moduleModels = getModuleModelsFromUrl(url);
    std::vector<ClusterFilter*> filters;
    if (!moduleModels.empty()) {
        for (ModuleModel* moduleModel : moduleModels) {
            std::vector<ClusterFilter*> tempFilters = ScopeModelUtil::getExtensionLoader<ClusterFilter>(moduleModel)->getActivateExtension(url, key, group);
            filters.insert(filters.end(), tempFilters.begin(), tempFilters.end());
        }
    } else {
        std::vector<ClusterFilter*> tempFilters = ScopeModelUtil::getExtensionLoader<ClusterFilter>(nullptr)->getActivateExtension(url, key, group);
        filters.insert(filters.end(), tempFilters.begin(), tempFilters.end());
    }
    if (!filters.empty()) {
        for (int i = static_cast<int>(filters.size()) - 1; i >= 0; --i) {
            ClusterFilter* filter = filters[i];
            Invoker<T>* next = last;
            // body of loop as needed
        }
    }
    return last;
}
```","```cpp
template <typename T>
std::shared_ptr<ClusterInvoker<T>> buildClusterInvokerChain(
    const std::shared_ptr<ClusterInvoker<T>>& originalInvoker,
    const std::string& key, const std::string& group)
{
    std::shared_ptr<ClusterInvoker<T>> last = originalInvoker;
    URL url = originalInvoker->getUrl();

    std::vector<std::shared_ptr<ModuleModel>> moduleModels = getModuleModelsFromUrl(url);
    std::vector<std::shared_ptr<ClusterFilter>> filters;

    if (!moduleModels.empty()) {
        for (const auto& moduleModel : moduleModels) {
            auto tempFilters = ScopeModelUtil::getExtensionLoader<ClusterFilter>(moduleModel)
                ->getActivateExtension(url, key, group);
            filters.insert(filters.end(), tempFilters.begin(), tempFilters.end());
        }
    } else {
        auto tempFilters = ScopeModelUtil::getExtensionLoader<ClusterFilter>(nullptr)
            ->getActivateExtension(url, key, group);
        filters.insert(filters.end(), tempFilters.begin(), tempFilters.end());
    }

    if (!filters.empty()) {
        for (auto it = filters.rbegin(); it != filters.rend(); ++it) {
            auto filter = *it;
            auto next = last;
            // (presumably further processing with filter and next happens here)
        }
    }

    return last;
}
```",0
"#include <string>

static const std::string DESTINATION_DATA_PATH_KEY = ""destination.dataPath"";
static const std::string CLUSTER_BY_KEY = ""clusterByList"";
static const std::string NUM_BUCKETS_KEY = ""numBuckets"";
static const std::string EVOLUTION_ENABLED = ""evolution.enabled"";

static const std::string HIVE_RUNTIME_PROPERTIES_KEY_PREFIX = ""hiveRuntime"";
const std::string destinationFormat;","```cpp
class ConvertibleHiveDataset : public HiveDataset {
public:
    static constexpr const char* DESTINATION_DATA_PATH_KEY = ""destination.dataPath"";
    static constexpr const char* CLUSTER_BY_KEY = ""clusterByList"";
    static constexpr const char* NUM_BUCKETS_KEY = ""numBuckets"";
    static constexpr const char* EVOLUTION_ENABLED = ""evolution.enabled"";

private:
    static constexpr const char* HIVE_RUNTIME_PROPERTIES_KEY_PREFIX = ""hiveRuntime"";
    const std::string destinationFormat;
};
```",0
"TypedValue read(const EvaluationContext& context, const Object& target, const std::string& name) {
    JsonNode node = asJson(target);
    std::optional<int> index = maybeIndex(name);
    if (index && node.has(*index)) {
        return typedValue(node.get(*index));
    } else {
        return typedValue(node.get(name));
    }
}","TypedValue read(EvaluationContext* context, void* target, const std::string& name) {
    JsonNode node = asJson(target);
    std::optional<int> index = maybeIndex(name);
    if (index && node.has(*index)) {
        return typedValue(node.get(*index));
    } else {
        return typedValue(node.get(name));
    }
}",0
"std::vector<std::string> splitPath(const std::string& path, const std::string& SLASH) {
    std::vector<std::string> result;
    size_t start = 0, end;
    while ((end = path.find(SLASH, start)) != std::string::npos) {
        result.push_back(path.substr(start, end - start));
        start = end + SLASH.length();
    }
    result.push_back(path.substr(start));
    return result;
}

class Path {
public:
    std::vector<RequestHandlerMatcherPair> requestHandlerMatcherPairs;

private:
    std::string name;
    Path* parent = nullptr;
    std::unordered_map<std::string, Path*> subPaths;
    Path* catchAll = nullptr;
    Path* catchAllUriParam = nullptr;

public:
    void addIdentity(const std::string& name_, Path* parent_) {
        name = name_;
        parent = parent_;
    }

    Path* getCatchAll() {
        return catchAll;
    }

    Path* getCatchAllUriParam() {
        return catchAllUriParam;
    }
};

bool isCatchAllPath(const std::string& path, const std::string& WILDCARD_CHARACTER) {
    return path == WILDCARD_CHARACTER;
}","```cpp
#include <string>
#include <vector>
#include <unordered_map>
#include <memory>

class RequestHandlerMatcherPair {}; // Placeholder for actual implementation

class HttpListenerRegistry {
private:
    static constexpr const char* WILDCARD_CHARACTER = ""*"";

    bool isCatchAllPath(const std::string& path) {
        return path == WILDCARD_CHARACTER;
    }

public:
    class Path {
    public:
        std::vector<RequestHandlerMatcherPair> requestHandlerMatcherPairs;

    private:
        std::string name;
        Path* parent = nullptr;
        std::unordered_map<std::string, std::unique_ptr<Path>> subPaths;
        std::unique_ptr<Path> catchAll;
        std::unique_ptr<Path> catchAllUriParam;

    public:
        void addIdentity(const std::string& nm, Path* prnt) {
            name = nm;
            parent = prnt;
        }

        Path* getCatchAll() {
            return catchAll.get();
        }

        Path* getCatchAllUriParam() {
            return catchAllUriParam.get();
        }
    };
};
```",1
"{
    library->AddMember(library->GetIntlObject(), PropertyIds::platform, this->intlNativeInterfaces);
#ifdef INTL_ICU
    UErrorCode status = U_ZERO_ERROR;
    u_init(&status);
    if (status == U_MEMORY_ALLOCATION_ERROR || status == U_FILE_ACCESS_ERROR || status == U_MISSING_RESOURCE_ERROR)
    {
        INTL_TRACE(""Could not initialize ICU - u_init returned status %S"", u_errorName(status));
        Throw::OutOfMemory();
    }
    AssertOrFailFastMsg(U_SUCCESS(status), ""u_init returned non-OOM failure"");
#endif
}
wasInitialized = true;
}","#ifdef INTL_ICU
    // when using ICU, we need to call u_init to ensure that ICU is functioning properly before allowing Intl to continue.
    // u_init will cause the data file to be loaded, and if we don't have enough memory to do so, we can throw OutOfMemory here.
    // This is to protect against spurious U_MISSING_RESOURCE_ERRORs and U_FILE_ACCESS_ERRORs coming from early-lifecycle
    // functions that require ICU data.
    // See OS#16897150, OS#16896933, and others relating to bad statuses returned by GetLocaleData and IsLocaleAvailable
    UErrorCode status = U_ZERO_ERROR;
    u_init(&status);
    if (status == U_MEMORY_ALLOCATION_ERROR || status == U_FILE_ACCESS_ERROR || status == U_MISSING_RESOURCE_ERROR)
    {
        // Trace that this happens in case there are build system changes that actually cause the data file to be not found
        INTL_TRACE(""Could not initialize ICU - u_init returned status %s"", u_errorName(status));
        Throw::OutOfMemory();
    }

    AssertOrFailFastMsg(U_SUCCESS(status), ""u_init returned non-OOM failure"");
#endif",1
"assertAllPetsAdopted();
}

[[maybe_unused]]
void whenSourceIsStopAndStartedSchedulerIsReset() {
    startFlow(""longFrequencyPoll"");
    assertStartedPolls(1);
    stopFlow(""longFrequencyPoll"");
    sleep(1000);
    startFlow(""longFrequencyPoll"");
    assertStartedPolls(1);
}

[[maybe_unused]]
void sourceRetriggersImmediatlyOnReconnection() {
    startFlow(""failingLongFrequencyPoll"");
    assertPetFailingSourcePolls(2);
}

void assertStartedPolls(int polls) {
    check(5000, 200, [&]() {
        assertThat(STARTED_POLLS, is(polls));
        return true;
    });
}

void assertPetFailingSourcePolls(int polls) {
    check(5000, 200, [&]() {
        assertThat(PetFailingPollingSource::STARTED_POLLS, is(polls));
        return true;
    });
}

void assertIdempotentAdoptions() {
    checkNot(5000, 100, [&]() {
        std::scoped_lock lock(ADOPTION_EVENTS);","void whenSourceIsStopAndStartedSchedulerIsReset() {
    startFlow(""longFrequencyPoll"");
    assertStartedPolls(1);
    stopFlow(""longFrequencyPoll"");
    std::this_thread::sleep_for(std::chrono::milliseconds(1000));
    startFlow(""longFrequencyPoll"");
    assertStartedPolls(1);
}

void sourceRetriggersImmediatlyOnReconnection() {
    startFlow(""failingLongFrequencyPoll"");
    assertPetFailingSourcePolls(2);
}

void assertStartedPolls(int polls) {
    check(5000, 200, [polls]() {
        assertThat(STARTED_POLLS, is(polls));
        return true;
    });
}

void assertPetFailingSourcePolls(int polls) {
    check(5000, 200, [polls]() {
        assertThat(PetFailingPollingSource::STARTED_POLLS, is(polls));
        return true;
    });
}",1
"RayObject call(const RayFunc& func, const std::vector<Object>& args, const CallOptions& options) override {
    assert(!workerContext.getCurrentDriverId().isNil());
    TaskSpec spec = createTaskSpec(func, RayActorImpl::NIL, args, false, options);
    rayletClient.submitTask(spec);
    return RayObjectImpl(spec.returnIds[0]);
}","RayObject call(RayFunc func, const std::vector<Object>& args, const CallOptions& options) override {
    assert(!workerContext.getCurrentDriverId().isNil());
    TaskSpec spec = createTaskSpec(func, RayActorImpl::NIL, args, false, options);
    rayletClient.submitTask(spec);
    return RayObjectImpl(spec.returnIds[0]);
}",1
"```cpp
long bytesWritten() {
    long totalBytes = 0;
    for (const auto& entry : this->partitionWriters) {
        totalBytes += entry.second->bytesWritten();
    }
    return totalBytes;
}
```","long bytesWritten() {
    long totalBytes = 0;
    for (const auto& entry : partitionWriters) {
        totalBytes += entry.second->bytesWritten();
    }
    return totalBytes;
}",0
"}
catch (const std::ios_base::failure& e)
{
    // Ignore
}","try
{
    // code that may throw
}
catch (const std::ios_base::failure&)
{
    // Ignore
}",0
"return ConfigUtils::getMaxMemoryAllowedForMerge(props, maxMemoryFraction);
}

HoodieMemoryConfig build() {","private:
    long getMaxMemoryAllowedForMerge(const std::string& maxMemoryFraction) {
        return ConfigUtils::getMaxMemoryAllowedForMerge(props, maxMemoryFraction);
    }",1
